Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"KRI1","KRI1 Homolog","Protein Coding","Q8N9T8","38","GC19M010553","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRI1"
"MAGEC1","MAGE Family Member C1","Protein Coding","O60732","38","GC0XP141905","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEC1"
"MIEN1","Migration And Invasion Enhancer 1","Protein Coding","Q9BRT3","38","GC17M039728","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIEN1"
"MTERF3","Mitochondrial Transcription Termination Factor 3","Protein Coding","Q96E29","38","GC08M096240","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTERF3"
"NUDT16L1","Nudix Hydrolase 16 Like 1","Protein Coding","Q9BRJ7","38","GC16P004693","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT16L1"
"RBM12B","RNA Binding Motif Protein 12B","Protein Coding","Q8IXT5","38","GC08M093729","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM12B"
"RRS1","Ribosome Biogenesis Regulator 1 Homolog","Protein Coding","Q15050","38","GC08P066429","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRS1"
"SLTM","SAFB Like Transcription Modulator","Protein Coding","Q9NWH9","38","GC15M058879","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLTM"
"SURF6","Surfeit 6","Protein Coding","O75683","38","GC09M133331","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SURF6"
"ZNF385A","Zinc Finger Protein 385A","Protein Coding","Q96PM9","38","GC12M054369","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF385A"
"C7orf50","Chromosome 7 Open Reading Frame 50","Protein Coding","Q9BRJ6","37","GC07M002105","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C7orf50"
"ELAC1","ElaC Ribonuclease Z 1","Protein Coding","Q9H777","37","GC18P050967","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAC1"
"GATD3","Glutamine Amidotransferase Class 1 Domain Containing 3","Protein Coding","P0DPI2","37","GC21P044140","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATD3"
"LSM14B","LSM Family Member 14B","Protein Coding","Q9BX40","37","GC20P062122","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM14B"
"NOL4L","Nucleolar Protein 4 Like","Protein Coding","Q96MY1","37","GC20M032443","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL4L"
"RBM45","RNA Binding Motif Protein 45","Protein Coding","Q8IUH3","37","GC02P178112","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM45"
"UTP20","UTP20 Small Subunit Processome Component","Protein Coding","O75691","37","GC12P101280","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTP20"
"LRATD2","LRAT Domain Containing 2","Protein Coding","Q96KN1","36","GC08M135130","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRATD2"
"PPP1R3D","Protein Phosphatase 1 Regulatory Subunit 3D","Protein Coding","O95685","36","GC20M059936","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R3D"
"CCNJ","Cyclin J","Protein Coding","Q5T5M9","35","GC10P096043","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNJ"
"ZBTB6","Zinc Finger And BTB Domain Containing 6","Protein Coding","Q15916","35","GC09M122908","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB6"
"KNOP1","Lysine Rich Nucleolar Protein 1","Protein Coding","Q1ED39","33","GC16M019957","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KNOP1"
"SAGE1","Sarcoma Antigen 1","Protein Coding","Q9NXZ1","33","GC0XP135889","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAGE1"
"C9orf163","Chromosome 9 Putative Open Reading Frame 163","RNA Gene","Q8N9P6","26","GC09P136483","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C9orf163"
"LINC00269","Long Intergenic Non-Protein Coding RNA 269","RNA Gene","Q8N2A0","22","GC0XP069179","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00269"
"LINC00158","Long Intergenic Non-Protein Coding RNA 158","RNA Gene","P58513","20","GC21M025385","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00158"
"TEX41","Testis Expressed 41","RNA Gene","","20","GC02P144386","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX41"
"TMEM51-AS1","TMEM51 Antisense RNA 1","RNA Gene","","20","GC01M015111","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM51-AS1"
"TMEM238L","Transmembrane Protein 238 Like","Protein Coding","A6NJY4","19","GC17M015553","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM238L"
"TUNAR","TCL1 Upstream Neural Differentiation-Associated RNA","Protein Coding","A0A1B0GTB2","19","GC14P095876","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUNAR"
"LINC00320","Long Intergenic Non-Protein Coding RNA 320","RNA Gene","","18","GC21M020651","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00320"
"RPL36A-HNRNPH2","RPL36A-HNRNPH2 Readthrough","Protein Coding","","18","GC0XP101390","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL36A-HNRNPH2"
"SNORA71C","Small Nucleolar RNA, H/ACA Box 71C","RNA Gene","","18","GC20M038429","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA71C"
"TARID","TCF21 Antisense RNA Inducing Promoter Demethylation","RNA Gene","","18","GC06M133502","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARID"
"BAIAP2-DT","BAIAP2 Divergent Transcript","RNA Gene","","17","GC17M081288","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAIAP2-DT"
"FOXC2-AS1","FOXC2 Antisense RNA 1","RNA Gene","","17","GC16M086566","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXC2-AS1"
"LINC00635","Long Intergenic Non-Protein Coding RNA 635","RNA Gene","","17","GC03M107840","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00635"
"PDCD4-AS1","PDCD4 Antisense RNA 1","RNA Gene","","17","GC10M110868","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD4-AS1"
"SLC7A11-AS1","SLC7A11 Antisense RNA 1","RNA Gene","","17","GC04P138027","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A11-AS1"
"DARS1-AS1","DARS1 Antisense RNA 1","RNA Gene","","16","GC02P140672","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DARS1-AS1"
"GRASLND","Glycosaminoglycan Regulatory Associated Long Non-Coding RNA","RNA Gene","","16","GC02M006911","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRASLND"
"LINC00494","Long Intergenic Non-Protein Coding RNA 494","RNA Gene","","16","GC20P048359","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00494"
"LINC00923","Long Intergenic Non-Protein Coding RNA 923","RNA Gene","","16","GC15M141350","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00923"
"CKMT2-AS1","CKMT2 Antisense RNA 1","RNA Gene","","15","GC05M081204","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKMT2-AS1"
"ROR1-AS1","ROR1 Antisense RNA 1","RNA Gene","","15","GC01M064094","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROR1-AS1"
"SNORA44","Small Nucleolar RNA, H/ACA Box 44","RNA Gene","","15","GC01M030252","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA44"
"ARLNC1","Androgen Receptor Regulated Long Noncoding RNA 1","RNA Gene","","14","GC16M080830","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARLNC1"
"LINC00870","Long Intergenic Non-Protein Coding RNA 870","RNA Gene","","14","GC03P072100","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00870"
"LRRC3-DT","LRRC3 Divergent Transcript","RNA Gene","","14","GC21M044451","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC3-DT"
"MIR4458HG","MIR4458 Host Gene","RNA Gene","","14","GC05P008449","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4458HG"
"RAP2C-AS1","RAP2C Antisense RNA 1","RNA Gene","","14","GC0XP132217","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP2C-AS1"
"VTRNA1-2","Vault RNA 1-2","RNA Gene","","14","GC05P150578","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTRNA1-2"
"LINC01317","Long Intergenic Non-Protein Coding RNA 1317","RNA Gene","","13","GC02P033706","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01317"
"LINC01768","Long Intergenic Non-Protein Coding RNA 1768","RNA Gene","","12","GC01P109830","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01768"
"TRK-TTT3-5","TRNA-Lys (Anticodon TTT) 3-5","RNA Gene","","11","GC17P092395","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRK-TTT3-5"
"TTTY4C","Testis Expressed Transcript, Y-Linked 4C","RNA Gene","","11","GC0YM025063","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTTY4C"
"SNAR-A1","Small NF90 (ILF3) Associated RNA A1","RNA Gene","","10","GC19P047918","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAR-A1"
"ENSG00000262094","Novel Transcript","RNA Gene","","6","GC17M083316","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000262094"
"piR-62011","","RNA Gene","","4","GC07M129771","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-62011"
"piR-30611","","RNA Gene","","3","GC04M138501","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-30611"
"KIFAP3-AS1","KIFAP3 Antisense RNA 1","RNA Gene","","2","GC01U913169","0.271688282489777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIFAP3-AS1"
"FGFR3","Fibroblast Growth Factor Receptor 3","Protein Coding","P22607","58","GC04P002600","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR3"
"EPHB2","EPH Receptor B2","Protein Coding","P29323","55","GC01P022710","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB2"
"MMP3","Matrix Metallopeptidase 3","Protein Coding","P08254","53","GC11M102835","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP3"
"ATP1B1","ATPase Na+/K+ Transporting Subunit Beta 1","Protein Coding","P05026","52","GC01P169105","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1B1"
"CPS1","Carbamoyl-Phosphate Synthase 1","Protein Coding","P31327","52","GC02P210477","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPS1"
"ENG","Endoglin","Protein Coding","P17813","52","GC09M127815","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENG"
"EPOR","Erythropoietin Receptor","Protein Coding","P19235","52","GC19M011377","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPOR"
"FLNA","Filamin A","Protein Coding","P21333","52","GC0XM154348","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNA"
"GGCX","Gamma-Glutamyl Carboxylase","Protein Coding","P38435","52","GC02M085544","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGCX"
"GLB1","Galactosidase Beta 1","Protein Coding","P16278","52","GC03M032963","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLB1"
"KCNK3","Potassium Two Pore Domain Channel Subfamily K Member 3","Protein Coding","O14649","52","GC02P026692","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK3"
"CSK","C-Terminal Src Kinase","Protein Coding","P41240","51","GC15P074782","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSK"
"F7","Coagulation Factor VII","Protein Coding","P08709","51","GC13P113105","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F7"
"UBE2N","Ubiquitin Conjugating Enzyme E2 N","Protein Coding","P61088","51","GC12M093406","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2N"
"YES1","YES Proto-Oncogene 1, Src Family Tyrosine Kinase","Protein Coding","P07947","51","GC18M000721","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YES1"
"CDC73","Cell Division Cycle 73","Protein Coding","Q6P1J9","50","GC01P193121","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC73"
"CTSA","Cathepsin A","Protein Coding","P10619","50","GC20P045890","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSA"
"DDB1","Damage Specific DNA Binding Protein 1","Protein Coding","Q16531","50","GC11M116669","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDB1"
"DDR1","Discoidin Domain Receptor Tyrosine Kinase 1","Protein Coding","Q08345","50","GC06P118876","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDR1"
"EPHA7","EPH Receptor A7","Protein Coding","Q15375","50","GC06M093240","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA7"
"FCGR3A","Fc Gamma Receptor IIIa","Protein Coding","P08637","50","GC01M161541","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3A"
"GFPT1","Glutamine--Fructose-6-Phosphate Transaminase 1","Protein Coding","Q06210","50","GC02M069319","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFPT1"
"MYLK2","Myosin Light Chain Kinase 2","Protein Coding","Q9H1R3","50","GC20P031819","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYLK2"
"NDUFS7","NADH:Ubiquinone Oxidoreductase Core Subunit S7","Protein Coding","O75251","50","GC19P094787","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS7"
"NT5C2","5'-Nucleotidase, Cytosolic II","Protein Coding","P49902","50","GC10M103088","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5C2"
"PTGER4","Prostaglandin E Receptor 4","Protein Coding","P35408","50","GC05P040679","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER4"
"TGIF1","TGFB Induced Factor Homeobox 1","Protein Coding","Q15583","50","GC18P003411","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGIF1"
"GARS1","Glycyl-TRNA Synthetase 1","Protein Coding","P41250","49","GC07P030580","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GARS1"
"NRP2","Neuropilin 2","Protein Coding","O60462","49","GC02P205681","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRP2"
"SORL1","Sortilin Related Receptor 1","Protein Coding","Q92673","49","GC11P121452","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SORL1"
"APOL1","Apolipoprotein L1","Protein Coding","O14791","48","GC22P036253","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOL1"
"GMPS","Guanine Monophosphate Synthase","Protein Coding","P49915","48","GC03P155870","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMPS"
"GPD1","Glycerol-3-Phosphate Dehydrogenase 1","Protein Coding","P21695","48","GC12P051089","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPD1"
"LAMP2","Lysosomal Associated Membrane Protein 2","Protein Coding","P13473","48","GC0XM120426","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP2"
"MYO9B","Myosin IXB","Protein Coding","Q13459","48","GC19P095525","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO9B"
"NCOA1","Nuclear Receptor Coactivator 1","Protein Coding","Q15788","48","GC02P024492","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA1"
"PAX8","Paired Box 8","Protein Coding","Q06710","48","GC02M113215","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX8"
"PPP2R2A","Protein Phosphatase 2 Regulatory Subunit Balpha","Protein Coding","P63151","48","GC08P026292","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2A"
"SIRT6","Sirtuin 6","Protein Coding","Q8N6T7","48","GC19M004174","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT6"
"SLC1A4","Solute Carrier Family 1 Member 4","Protein Coding","P43007","48","GC02P064988","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A4"
"TRRAP","Transformation/Transcription Domain Associated Protein","Protein Coding","Q9Y4A5","48","GC07P098877","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRRAP"
"USP14","Ubiquitin Specific Peptidase 14","Protein Coding","P54578","48","GC18P000158","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP14"
"ADH4","Alcohol Dehydrogenase 4 (Class II), Pi Polypeptide","Protein Coding","P08319","47","GC04M099123","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH4"
"APOC2","Apolipoprotein C2","Protein Coding","P02655","47","GC19P096174","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC2"
"AZGP1","Alpha-2-Glycoprotein 1, Zinc-Binding","Protein Coding","P25311","47","GC07M099967","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZGP1"
"EIF2B4","Eukaryotic Translation Initiation Factor 2B Subunit Delta","Protein Coding","Q9UI10","47","GC02M027364","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2B4"
"FGF7","Fibroblast Growth Factor 7","Protein Coding","P21781","47","GC15P049423","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF7"
"MAFB","MAF BZIP Transcription Factor B","Protein Coding","Q9Y5Q3","47","GC20M040685","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFB"
"NDUFS2","NADH:Ubiquinone Oxidoreductase Core Subunit S2","Protein Coding","O75306","47","GC01P161197","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS2"
"OSM","Oncostatin M","Protein Coding","P13725","47","GC22M030262","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSM"
"PDIA3","Protein Disulfide Isomerase Family A Member 3","Protein Coding","P30101","47","GC15P043746","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA3"
"PGM3","Phosphoglucomutase 3","Protein Coding","O95394","47","GC06M088065","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGM3"
"PHKB","Phosphorylase Kinase Regulatory Subunit Beta","Protein Coding","Q93100","47","GC16P061181","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHKB"
"PNPLA6","Patatin Like Phospholipase Domain Containing 6","Protein Coding","Q8IY17","47","GC19P007534","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA6"
"PODXL","Podocalyxin Like","Protein Coding","O00592","47","GC07M131500","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PODXL"
"PRPF3","Pre-MRNA Processing Factor 3","Protein Coding","O43395","47","GC01P150321","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF3"
"PTPN13","Protein Tyrosine Phosphatase Non-Receptor Type 13","Protein Coding","Q12923","47","GC04P086594","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN13"
"RPIA","Ribose 5-Phosphate Isomerase A","Protein Coding","P49247","47","GC02P088691","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPIA"
"SENP1","SUMO Specific Peptidase 1","Protein Coding","Q9P0U3","47","GC12M048042","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SENP1"
"SRP54","Signal Recognition Particle 54","Protein Coding","P61011","47","GC14P034981","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP54"
"TICAM1","TIR Domain Containing Adaptor Molecule 1","Protein Coding","Q8IUC6","47","GC19M004815","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TICAM1"
"VTN","Vitronectin","Protein Coding","P04004","47","GC17M067441","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTN"
"AHCYL1","Adenosylhomocysteinase Like 1","Protein Coding","O43865","46","GC01P109984","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHCYL1"
"AP1G1","Adaptor Related Protein Complex 1 Subunit Gamma 1","Protein Coding","O43747","46","GC16M071729","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP1G1"
"CERS2","Ceramide Synthase 2","Protein Coding","Q96G23","46","GC01M150960","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERS2"
"DARS2","Aspartyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q6PI48","46","GC01P173824","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DARS2"
"DYSF","Dysferlin","Protein Coding","O75923","46","GC02P071453","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYSF"
"IGBP1","Immunoglobulin Binding Protein 1","Protein Coding","P78318","46","GC0XP070133","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGBP1"
"MAP3K9","Mitogen-Activated Protein Kinase Kinase Kinase 9","Protein Coding","P80192","46","GC14M070722","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K9"
"PAPPA","Pappalysin 1","Protein Coding","Q13219","46","GC09P122300","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPPA"
"PASK","PAS Domain Containing Serine/Threonine Kinase","Protein Coding","Q96RG2","46","GC02M241106","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PASK"
"PPM1G","Protein Phosphatase, Mg2+/Mn2+ Dependent 1G","Protein Coding","O15355","46","GC02M028659","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1G"
"RANBP9","RAN Binding Protein 9","Protein Coding","Q96S59","46","GC06M013621","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP9"
"SNRPB","Small Nuclear Ribonucleoprotein Polypeptides B And B1","Protein Coding","P14678","46","GC20M002461","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPB"
"SPRED1","Sprouty Related EVH1 Domain Containing 1","Protein Coding","Q7Z699","46","GC15P038252","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRED1"
"TARS1","Threonyl-TRNA Synthetase 1","Protein Coding","P26639","46","GC05P033455","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARS1"
"ABCG4","ATP Binding Cassette Subfamily G Member 4","Protein Coding","Q9H172","45","GC11P121283","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG4"
"ALMS1","ALMS1 Centrosome And Basal Body Associated Protein","Protein Coding","Q8TCU4","45","GC02P073385","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALMS1"
"ARF4","ADP Ribosylation Factor 4","Protein Coding","P18085","45","GC03M057572","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARF4"
"CKS1B","CDC28 Protein Kinase Regulatory Subunit 1B","Protein Coding","P61024","45","GC01P154974","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKS1B"
"GGT7","Gamma-Glutamyltransferase 7","Protein Coding","Q9UJ14","45","GC20M034844","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT7"
"HSPE1","Heat Shock Protein Family E (Hsp10) Member 1","Protein Coding","P61604","45","GC02P197501","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPE1"
"MT2A","Metallothionein 2A","Protein Coding","P02795","45","GC16P061455","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT2A"
"PIM3","Pim-3 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","Q86V86","45","GC22P049960","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM3"
"RAE1","Ribonucleic Acid Export 1","Protein Coding","P78406","45","GC20P057351","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAE1"
"RECQL4","RecQ Like Helicase 4","Protein Coding","O94761","45","GC08M146353","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL4"
"SRP72","Signal Recognition Particle 72","Protein Coding","O76094","45","GC04P056466","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP72"
"TMEM43","Transmembrane Protein 43","Protein Coding","Q9BTV4","45","GC03P019366","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM43"
"TNS1","Tensin 1","Protein Coding","Q9HBL0","45","GC02M217799","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNS1"
"AGK","Acylglycerol Kinase","Protein Coding","Q53H12","44","GC07P141551","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGK"
"APBA3","Amyloid Beta Precursor Protein Binding Family A Member 3","Protein Coding","O96018","44","GC19M003750","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APBA3"
"ASAP1","ArfGAP With SH3 Domain, Ankyrin Repeat And PH Domain 1","Protein Coding","Q9ULH1","44","GC08M130052","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASAP1"
"COPE","COPI Coat Complex Subunit Epsilon","Protein Coding","O14579","44","GC19M018899","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPE"
"DAPK2","Death Associated Protein Kinase 2","Protein Coding","Q9UIK4","44","GC15M063907","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAPK2"
"DHX8","DEAH-Box Helicase 8","Protein Coding","Q14562","44","GC17P043483","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX8"
"DNA2","DNA Replication Helicase/Nuclease 2","Protein Coding","P51530","44","GC10M068414","0.254141122102737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNA2"
